id,y
10001,40.02748247088988
10002,92.9546662970377
10003,86.54682252374262
10004,31.515151057037887
10005,69.25872780721669
10006,30.14977137803837
10007,51.62933346574218
10008,31.081358047220128
10009,20.311299330316686
10010,1.923971439543303
10011,87.67629724290703
10012,66.49124638437804
10013,86.60909019109648
10014,48.628619709089165
10015,28.350134226636964
10016,36.71125046493695
10017,61.96938492844996
10018,63.89974066163872
10019,80.2685900022465
10020,56.27793049700689
10021,18.815845346909306
10022,43.1232313629214
10023,28.83237824162893
10024,73.76917339249502
10025,45.24571835322932
10026,78.97536594321879
10027,35.45852441899669
10028,95.11350087483503
10029,62.74552467821955
10030,47.053563579157135
10031,23.12868706351278
10032,59.371080472787824
10033,32.59751152535256
10034,97.25005426280926
10035,96.30949668393758
10036,9.763154327488396
10037,41.147491296326336
10038,55.594001962771074
10039,83.3852149513221
10040,36.64989201332338
10041,34.68779140726156
10042,63.43545271845733
10043,9.358663682436218
10044,74.5958409117049
10045,55.48981719262839
10046,78.61260935830737
10047,95.68662673413537
10048,98.14029334713838
10049,27.156158057174906
10050,86.19243689108197
10051,67.84542854995338
10052,55.3402688168415
10053,53.01778922176154
10054,52.21813812800261
10055,70.42198979872957
10056,24.913252766436173
10057,60.43293356754927
10058,54.50974007862614
10059,83.45003333906918
10060,50.21079799553003
10061,53.419122335811274
10062,28.75147277903071
10063,77.23950125052656
10064,33.28632348308083
10065,61.94210749367519
10066,0.0
10067,100.49864474753943
10068,63.3854508269853
10069,97.81327786053146
10070,78.26586956500084
10071,12.431031455957026
10072,62.06329383030496
10073,47.521023365048194
10074,77.56879319074505
10075,68.37917979669956
10076,71.65634773559711
10077,19.021528343407446
10078,18.31678512660888
10079,64.27776935528907
10080,103.79287609662616
10081,86.28247746080875
10082,79.78918121976353
10083,74.04855621763829
10084,74.85865601853982
10085,45.88489974403221
10086,58.85971155330325
10087,52.22352840573778
10088,71.32339615168277
10089,36.58216514321908
10090,72.69479544570237
10091,72.66707552951263
10092,55.76124126946883
10093,73.84016249784483
10094,78.45925257659374
10095,52.32199192797014
10096,82.65234748470169
10097,71.22289011881742
10098,50.42947526321555
10099,64.79774785405037
10100,28.459780156373828
10101,82.06950487330317
10102,19.305422901173074
10103,84.35856678794731
10104,13.172476954145758
10105,0.0
10106,78.16971011483726
10107,34.2431038330799
10108,0.0
10109,24.603631820990095
10110,31.699696262602572
10111,33.24955615477944
10112,90.46304480277477
10113,71.22153625593495
10114,21.520367558799794
10115,81.85530782035751
10116,86.21089673391835
10117,33.31234444254076
10118,29.15314294698518
10119,46.83403178119576
10120,39.251134758968334
